Product,ActionSet,Action,Action_Describe,Action_Link
SAS Visual Analytics,modelPublishing,deleteModelExternal,Deletes a model from an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodelexternal.htm&locale=en
SAS Visual Analytics,modelPublishing,publishModel,Publishes a model to a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodel.htm&locale=en
SAS Visual Analytics,modelPublishing,publishModelExternal,Publishes a model to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodelexternal.htm&locale=en
SAS Visual Analytics,modelPublishing,runModelExternal,Invokes the SAS Embedded Process (EP) to run a model in an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodelexternal.htm&locale=en
SAS Visual Analytics,modelPublishing,runModelLocal,Prepares and executes a model program locally on the CAS server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodellocal.htm&locale=en
SAS Visual Analytics,percentile,assess,Assess and compare models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-assess.htm&locale=en
SAS Visual Analytics,percentile,boxPlot,"Calculate quantiles, high and low whiskers, and outliers",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-boxplot.htm&locale=en
SAS Visual Analytics,percentile,percentile,Calculate quantiles and percentiles,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-percentile.htm&locale=en
SAS Visual Analytics,recommend,recomAls,Trains an alternating least squares matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomals.htm&locale=en
SAS Visual Analytics,recommend,recomCreate,Creates a recommender system,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomcreate.htm&locale=en
SAS Visual Analytics,recommend,recomKnnScore,Makes recommendations with a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknnscore.htm&locale=en
SAS Visual Analytics,recommend,recomKnnTrain,Trains a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknntrain.htm&locale=en
SAS Visual Analytics,recommend,recomMfScore,Makes recommendations with a matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recommfscore.htm&locale=en
SAS Visual Analytics,recommend,recomRateinfo,Summarizes rating information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomrateinfo.htm&locale=en
SAS Visual Analytics,recommend,recomSample,Creates a sample of users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsample.htm&locale=en
SAS Visual Analytics,recommend,recomSearchIndex,Builds a search index from item information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchindex.htm&locale=en
SAS Visual Analytics,recommend,recomSearchQuery,Queries a search index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchquery.htm&locale=en
SAS Visual Analytics,recommend,recomSim,Computes similarity for users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsim.htm&locale=en
SAS Visual Analytics,sparkEmbeddedProcess,startSparkEP,Starts the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-startsparkep.htm&locale=en
SAS Visual Analytics,sparkEmbeddedProcess,stopSparkEP,Stops the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-stopsparkep.htm&locale=en
SAS Visual Analytics,search,appendIndex,Loads data to an index after the buildIndex action is performed,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-appendindex.htm&locale=en
SAS Visual Analytics,search,buildIndex,Creates an empty index using a schema (the first step of Search),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-buildindex.htm&locale=en
SAS Visual Analytics,search,deleteDocuments,Deletes a portion of documents from an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-deletedocuments.htm&locale=en
SAS Visual Analytics,search,getSchema,Gets the schema of an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-getschema.htm&locale=en
SAS Visual Analytics,search,searchAggregate,Aggregates certain fields in a table that is usually generated by searchIndex,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchaggregate.htm&locale=en
SAS Visual Analytics,search,searchIndex,"Searches for a query against an index and retrieves records, documents, and tuples that are relevant to that query",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchindex.htm&locale=en
SAS Visual Analytics,search,valueCount,Performs a value count for multiple fields,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-valuecount.htm&locale=en
SAS Visual Analytics,sentimentAnalysis,applySent,"Computes the document level sentiment polarity (positive, negative, neutral) and sentiment score for the input textual data",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sentimentanalysis-applysent.htm&locale=en
SAS Visual Analytics,sequence,pathing,Perform pathing analysis,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sequence-pathing.htm&locale=en
SAS Visual Analytics,configuration,getServOpt,displays the value of a server option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-getservopt.htm&locale=en
SAS Visual Analytics,configuration,listServOpts,Displays the server options and server values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-listservopts.htm&locale=en
SAS Visual Analytics,configuration,setServOpt,sets a server option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-setservopt.htm&locale=en
SAS Visual Analytics,session,actionstatus,Get action status for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-actionstatus.htm&locale=en
SAS Visual Analytics,session,addNodeStatus,Lists details about machines currently being added to the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-addnodestatus.htm&locale=en
SAS Visual Analytics,session,batchresults,Change current action to batch results,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-batchresults.htm&locale=en
SAS Visual Analytics,session,endSession,Ends the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-endsession.htm&locale=en
SAS Visual Analytics,session,fetchresult,Fetch the specified saved result for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-fetchresult.htm&locale=en
SAS Visual Analytics,session,flushresult,Flush the saved result for this session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-flushresult.htm&locale=en
SAS Visual Analytics,session,listSessions,Displays a list of the sessions on the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listsessions.htm&locale=en
SAS Visual Analytics,session,listactionq,Lists the queued actions for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listactionq.htm&locale=en
SAS Visual Analytics,session,listresults,Lists the saved results for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listresults.htm&locale=en
SAS Visual Analytics,session,metrics,Displays the metrics for each action after it executes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-metrics.htm&locale=en
SAS Visual Analytics,session,sessionId,Displays the name and UUID of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionid.htm&locale=en
SAS Visual Analytics,session,sessionName,Changes the name of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionname.htm&locale=en
SAS Visual Analytics,session,sessionStatus,Displays the status of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionstatus.htm&locale=en
SAS Visual Analytics,session,setLocale,Changes the locale for the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-setlocale.htm&locale=en
SAS Visual Analytics,session,timeout,Changes the time-out for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-timeout.htm&locale=en
SAS Visual Analytics,sessionProp,addFmtLib,Adds a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-addfmtlib.htm&locale=en
SAS Visual Analytics,sessionProp,addFormat,Adds a format to a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-addformat.htm&locale=en
SAS Visual Analytics,sessionProp,combineFmtLibs,Combine a list of format libraries into a single format library.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-combinefmtlibs.htm&locale=en
SAS Visual Analytics,sessionProp,deleteFormat,Deletes a format from a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-deleteformat.htm&locale=en
SAS Visual Analytics,sessionProp,dropFmtLib,Drops a format library from global scope for all sessions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-dropfmtlib.htm&locale=en
SAS Visual Analytics,sessionProp,getSessOpt,Displays the value of a session option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-getsessopt.htm&locale=en
SAS Visual Analytics,sessionProp,listFmtLibs,Lists the format libraries that are associated with the session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtlibs.htm&locale=en
SAS Visual Analytics,sessionProp,listFmtRanges,Displays the range information for a format,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtranges.htm&locale=en
SAS Visual Analytics,sessionProp,listFmtSearch,Shows the format library search order,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtsearch.htm&locale=en
SAS Visual Analytics,sessionProp,listFmtValues,Shows the values for a format,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtvalues.htm&locale=en
SAS Visual Analytics,sessionProp,listSessOpts,Displays the session options and session values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listsessopts.htm&locale=en
SAS Visual Analytics,sessionProp,promoteFmtLib,Promotes a format library to global scope for all sessions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-promotefmtlib.htm&locale=en
SAS Visual Analytics,sessionProp,saveFmtLib,Saves a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-savefmtlib.htm&locale=en
SAS Visual Analytics,sessionProp,setFmtSearch,Sets the format libraries to search,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-setfmtsearch.htm&locale=en
SAS Visual Analytics,sessionProp,setSessOpt,Sets a session option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-setsessopt.htm&locale=en
SAS Visual Analytics,simple,compare,"Compares two tables by computing the index and frequency of each group, cumulative frequency, and the index of each record within its group",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-compare.htm&locale=en
SAS Visual Analytics,simple,correlation,Computes Pearson product-moment correlations.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-correlation.htm&locale=en
SAS Visual Analytics,simple,crossTab,Performs one-way or two-way tabulations,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-crosstab.htm&locale=en
SAS Visual Analytics,simple,distinct,Computes the distinct number of values of the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-distinct.htm&locale=en
SAS Visual Analytics,simple,freq,Generates a frequency distribution for one or more variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-freq.htm&locale=en
SAS Visual Analytics,simple,groupBy,Builds BY groups in terms of the variable value combinations given the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-groupby.htm&locale=en
SAS Visual Analytics,simple,groupByInfo,"Computes the index and frequency of each group, and the index of each record within its group",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-groupbyinfo.htm&locale=en
SAS Visual Analytics,simple,mdSummary,Calculates multidimensional summaries of numeric variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-mdsummary.htm&locale=en
SAS Visual Analytics,simple,numRows,Shows the number of rows in a Cloud Analytic Services table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-numrows.htm&locale=en
SAS Visual Analytics,simple,paraCoord,Generates a parallel coordinates plot of the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-paracoord.htm&locale=en
SAS Visual Analytics,simple,regression,Performs a linear regression up to 3rd-order polynomials,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-regression.htm&locale=en
SAS Visual Analytics,simple,summary,"Generates descriptive statistics of numeric variables such as the sample mean, sample variance, sample size, sum of squares, and so on",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-summary.htm&locale=en
SAS Visual Analytics,simple,topK,Returns the top-K and bottom-K distinct values of each variable included in the variable list based on a user-specified ranking order,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-topk.htm&locale=en
SAS Visual Analytics,loadStreams,appendSnapshot,Append the current snapshot of a window to a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-loadstreams-appendsnapshot.htm&locale=en
